,tout,s,i,t1,t2,t3,t4,t5,t6,sp0,m,rh
0,-2.29166666667,0.0,910.589141162,23.7604573812,23.76960586,21.5166627507,23.0956428828,22.9131278245,22.8956027694,23.75,0.380949012792,5316.07431196
1,-1.78333333333,0.0,910.589141162,23.7501210181,23.7537598934,21.5195874861,23.0954112406,22.9030204343,22.8949264219,23.75,0.380949012792,7566.30147007
2,-1.275,0.0,910.589141162,23.7497142082,23.7511795581,21.5230195479,23.0947304171,22.8930718615,22.8942486526,23.75,0.380949012792,6441.25140407
3,-0.766666666667,0.0,910.589141162,23.7512486129,23.7498488282,21.5267273685,23.0940990689,22.8862885394,22.8935698116,23.75,0.380949012792,6654.85269769
4,-0.258333333333,0.0,910.589141162,23.7504522128,23.7508446899,21.5309043132,23.0936685347,22.882074094,22.8928900761,23.75,0.380949012792,6613.17404725
5,0.25,0.0,910.589141162,23.7501378688,23.7496419328,21.535614706,23.0933522303,22.8790643885,22.8922101273,23.75,0.380949012792,6592.15928506
6,0.758333333333,0.0,910.589141162,23.7500145866,23.7485762002,21.5408231578,23.0930329317,22.876489767,22.8915300783,23.75,0.380949012792,6549.75745421
7,1.26666666667,0.0,910.589141162,23.7499276381,23.7500747489,21.5464772139,23.0926527747,22.8741621378,22.8908499442,23.75,0.380949012792,6506.8522999
8,1.775,0.0,910.589141162,23.7502069458,23.7505878258,21.5525468082,23.0922083987,22.8720941138,22.8901701166,23.75,0.380949012792,6463.42406438
9,2.28333333333,0.0,910.589141162,23.7512488488,23.7490308974,21.5590163472,23.0917140586,22.8703144743,22.8894912137,23.75,0.380949012792,6419.45982982
10,2.79166666667,0.0,910.589141162,23.7506885803,23.7497359623,21.5720221475,23.0911786423,22.8688243003,22.88881394,23.75,0.380949012792,6352.41464257
11,3.3,0.0,910.589141162,23.7508146256,23.7477532052,21.5836311543,23.0906024146,22.8680061675,22.8881389526,23.75,0.380949012792,6307.05826457
12,3.20833333333,0.0,910.589141162,23.9311962374,23.9282054335,21.5867970833,23.0901181909,22.8678061459,22.8874674889,23.94,0.380949012792,7888.80353901
13,3.11666666667,0.0,910.589141162,23.9394265888,23.9399981491,21.5849736044,23.0897186272,22.8718891193,22.886800267,23.94,0.380949012792,6237.72281706
14,3.025,0.0,910.589141162,23.9396980096,23.9397838623,21.5823961277,23.0893632074,22.8755020121,22.8861375689,23.94,0.380949012792,7064.01824084
15,2.93333333333,0.0,910.589141162,23.9405207817,23.9399670084,21.5802170661,23.0890346551,22.8763604656,22.8854795807,23.94,0.380949012792,6914.49616074
16,2.84166666667,0.0,910.589141162,23.9390691175,23.9402438765,21.5780656783,23.0887318872,22.8752743032,22.8848265607,23.94,0.380949012792,6895.33137091
17,2.75,0.0,910.589141162,23.9401152896,23.938730834,21.5756482286,23.0884526574,22.8735416897,22.8841786637,23.94,0.380949012792,6933.64383954
18,2.65833333333,0.0,910.589141162,23.9386044993,23.9408470462,21.5729972604,23.0881893614,22.8718067113,22.883535819,23.94,0.380949012792,6914.57832647
19,2.56666666667,0.0,910.589141162,23.9389465751,23.9419652433,21.5702171713,23.0879334237,22.8701373662,22.8828976968,23.94,0.380949012792,6952.65390979
20,2.475,0.0,910.589141162,23.9386671637,23.9397576371,21.5673535315,23.0876792134,22.8684624817,22.882263822,23.94,0.380949012792,6952.66584942
21,2.38333333333,0.0,910.589141162,23.9405147514,23.9405695451,21.5644117526,23.087424463,22.8667327963,22.8816336543,23.94,0.380949012792,6990.28428943
22,2.29166666667,0.0,910.589141162,23.94096329,23.9405511077,21.5614051394,23.0871698767,22.8650144787,22.8810084462,23.94,0.380949012792,6990.28734186
23,2.2,0.0,910.589141162,23.9385458295,23.9403326715,21.5520358729,23.0869138922,22.8632611402,22.8803855796,23.94,0.380949012792,6990.28627164
24,2.10833333333,0.0,910.589141162,23.976799332,23.9772868088,21.5437487295,23.0866577279,22.8608210998,22.8797655779,23.98,0.380949012792,7376.38638759
25,2.01666666667,0.0,910.589141162,23.9799280893,23.9810512305,21.5384573574,23.086401567,22.8587697432,22.8791483504,23.98,0.380949012792,7045.86310536
26,1.925,0.0,910.589141162,23.9810188601,23.9781391432,21.5342973702,23.0861466755,22.856701873,22.8785329245,23.98,0.380949012792,7241.57075357
27,1.83333333333,0.0,910.589141162,23.9787357117,23.9797802654,21.5299702703,23.0858952688,22.8543465514,22.8779186669,23.98,0.380949012792,7206.88685648
28,1.74166666667,0.0,910.589141162,23.9810592642,23.9803701482,21.5253776717,23.0856480033,22.8517681342,22.8773054237,23.98,0.380949012792,7275.80759269
