,tout,s,i,t1,t2,t3,t4,t5,t6,m,tret
0,-2.29166666667,0.0,0.0,22.9131278245,23.7657471049,23.76960586,23.7604573812,21.5166627507,23.0956428828,13.6657285421,22.9174698413
1,-1.78333333333,0.0,0.0,22.9030204343,23.7512283737,23.7537598934,23.7501210181,21.5195874861,23.0954112406,13.6657285421,22.9131278245
2,-1.275,0.0,0.0,22.8930718615,23.7506439768,23.7511795581,23.7497142082,21.5230195479,23.0947304171,13.6657285421,22.9030204343
3,-0.766666666667,0.0,0.0,22.8862885394,23.7502981708,23.7498488282,23.7512486129,21.5267273685,23.0940990689,13.6657285421,22.8930718615
4,-0.258333333333,0.0,0.0,22.882074094,23.7486895528,23.7508446899,23.7504522128,21.5309043132,23.0936685347,13.6657285421,22.8862885394
5,0.25,0.0,0.0,22.8790643885,23.7499607575,23.7496419328,23.7501378688,21.535614706,23.0933522303,13.6657285421,22.882074094
6,0.758333333333,0.0,0.0,22.876489767,23.751626057,23.7485762002,23.7500145866,21.5408231578,23.0930329317,13.6657285421,22.8790643885
7,1.26666666667,0.0,0.0,22.8741621378,23.7499008269,23.7500747489,23.7499276381,21.5464772139,23.0926527747,13.6657285421,22.876489767
8,1.775,0.0,0.0,22.8720941138,23.7489575445,23.7505878258,23.7502069458,21.5525468082,23.0922083987,13.6657285421,22.8741621378
9,2.28333333333,0.0,0.0,22.8703144743,23.7492763113,23.7490308974,23.7512488488,21.5590163472,23.0917140586,13.6657285421,22.8720941138
10,2.79166666667,0.0,0.0,22.8688243003,23.7505192041,23.7497359623,23.7506885803,21.5720221475,23.0911786423,13.6657285421,22.8703144743
11,3.3,0.0,0.0,22.8680061675,23.7502345006,23.7477532052,23.7508146256,21.5836311543,23.0906024146,13.6657285421,22.8688243003
12,3.20833333333,0.0,0.0,22.8678061459,23.9262326144,23.9282054335,23.9311962374,21.5867970833,23.0901181909,13.6657285421,22.8680061675
13,3.11666666667,0.0,0.0,22.8718891193,23.93935301,23.9399981491,23.9394265888,21.5849736044,23.0897186272,13.6657285421,22.8678061459
14,3.025,0.0,0.0,22.8755020121,23.9384577471,23.9397838623,23.9396980096,21.5823961277,23.0893632074,13.6657285421,22.8718891193
15,2.93333333333,0.0,0.0,22.8763604656,23.9387208819,23.9399670084,23.9405207817,21.5802170661,23.0890346551,13.6657285421,22.8755020121
16,2.84166666667,0.0,0.0,22.8752743032,23.9388401232,23.9402438765,23.9390691175,21.5780656783,23.0887318872,13.6657285421,22.8763604656
17,2.75,0.0,0.0,22.8735416897,23.9402232018,23.938730834,23.9401152896,21.5756482286,23.0884526574,13.6657285421,22.8752743032
18,2.65833333333,0.0,0.0,22.8718067113,23.939060002,23.9408470462,23.9386044993,21.5729972604,23.0881893614,13.6657285421,22.8735416897
19,2.56666666667,0.0,0.0,22.8701373662,23.9380719899,23.9419652433,23.9389465751,21.5702171713,23.0879334237,13.6657285421,22.8718067113
